mode,size_bytes,size_kb,size_mb,elements,total_ns,ns_per_iter
random,1397760,1365.000000,1.333008,349440,11903600,34.064789
random_index,1397760,1365.000000,1.333008,349440,881400,2.522321
sequential,1398784,1366.000000,1.333984,349696,209500,0.599092
random,1398784,1366.000000,1.333984,349696,12180000,34.830253
random_index,1398784,1366.000000,1.333984,349696,1138300,3.255113
sequential,1399808,1367.000000,1.334961,349952,202200,0.577794
random,1399808,1367.000000,1.334961,349952,11444800,32.703914
random_index,1399808,1367.000000,1.334961,349952,872500,2.493199
sequential,1400832,1368.000000,1.335938,350208,202200,0.577371
random,1400832,1368.000000,1.335938,350208,11554300,32.992679
random_index,1400832,1368.000000,1.335938,350208,869400,2.482525
sequential,1401856,1369.000000,1.336914,350464,202400,0.577520
random,1401856,1369.000000,1.336914,350464,11439800,32.641869
random_index,1401856,1369.000000,1.336914,350464,900200,2.568595
sequential,1402880,1370.000000,1.337891,350720,203800,0.581090
random,1402880,1370.000000,1.337891,350720,11554100,32.943944
random_index,1402880,1370.000000,1.337891,350720,1031700,2.941663
sequential,1403904,1371.000000,1.338867,350976,226900,0.646483
random,1403904,1371.000000,1.338867,350976,11535500,32.866920
random_index,1403904,1371.000000,1.338867,350976,848600,2.417829
sequential,1404928,1372.000000,1.339844,351232,270900,0.771285
random,1404928,1372.000000,1.339844,351232,11509300,32.768370
random_index,1404928,1372.000000,1.339844,351232,819600,2.333500
sequential,1405952,1373.000000,1.340820,351488,214100,0.609125
random,1405952,1373.000000,1.340820,351488,11806300,33.589482
random_index,1405952,1373.000000,1.340820,351488,1050200,2.987869
sequential,1406976,1374.000000,1.341797,351744,205100,0.583095
random,1406976,1374.000000,1.341797,351744,11753600,33.415211
random_index,1406976,1374.000000,1.341797,351744,1155600,3.285344
sequential,1408000,1375.000000,1.342773,352000,816400,2.319318
random,1408000,1375.000000,1.342773,352000,11827400,33.600568
random_index,1408000,1375.000000,1.342773,352000,1039600,2.953409
sequential,1409024,1376.000000,1.343750,352256,207000,0.587641
random,1409024,1376.000000,1.343750,352256,11892500,33.760958
random_index,1409024,1376.000000,1.343750,352256,1158100,3.287666
sequential,1410048,1377.000000,1.344727,352512,205900,0.584094
random,1410048,1377.000000,1.344727,352512,11793000,33.454180
random_index,1410048,1377.000000,1.344727,352512,1081200,3.067130
sequential,1411072,1378.000000,1.345703,352768,203700,0.577433
random,1411072,1378.000000,1.345703,352768,11529800,32.683804
random_index,1411072,1378.000000,1.345703,352768,861000,2.440698
sequential,1412096,1379.000000,1.346680,353024,348400,0.986902
random,1412096,1379.000000,1.346680,353024,11586100,32.819582
random_index,1412096,1379.000000,1.346680,353024,921900,2.611437
sequential,1413120,1380.000000,1.347656,353280,204500,0.578861
random,1413120,1380.000000,1.347656,353280,11650200,32.977242
random_index,1413120,1380.000000,1.347656,353280,949900,2.688802
sequential,1414144,1381.000000,1.348633,353536,207100,0.585796
random,1414144,1381.000000,1.348633,353536,11884700,33.616661
random_index,1414144,1381.000000,1.348633,353536,1168700,3.305745
sequential,1415168,1382.000000,1.349609,353792,205600,0.581132
random,1415168,1382.000000,1.349609,353792,11777800,33.290182
random_index,1415168,1382.000000,1.349609,353792,1104400,3.121608
sequential,1416192,1383.000000,1.350586,354048,205700,0.580995
random,1416192,1383.000000,1.350586,354048,12007100,33.913763
random_index,1416192,1383.000000,1.350586,354048,1107100,3.126977
sequential,1417216,1384.000000,1.351562,354304,204600,0.577470
random,1417216,1384.000000,1.351562,354304,11571400,32.659524
random_index,1417216,1384.000000,1.351562,354304,903500,2.550070
sequential,1418240,1385.000000,1.352539,354560,213900,0.603283
random,1418240,1385.000000,1.352539,354560,11678900,32.939136
random_index,1418240,1385.000000,1.352539,354560,902800,2.546255
sequential,1419264,1386.000000,1.353516,354816,207500,0.584810
random,1419264,1386.000000,1.353516,354816,12041600,33.937590
random_index,1419264,1386.000000,1.353516,354816,1082400,3.050595
sequential,1420288,1387.000000,1.354492,355072,207800,0.585233
random,1420288,1387.000000,1.354492,355072,11871100,33.432938
random_index,1420288,1387.000000,1.354492,355072,1123300,3.163584
sequential,1421312,1388.000000,1.355469,355328,211200,0.594380
random,1421312,1388.000000,1.355469,355328,12235500,34.434382
random_index,1421312,1388.000000,1.355469,355328,1326800,3.734015
sequential,1422336,1389.000000,1.356445,355584,207400,0.583266
random,1422336,1389.000000,1.356445,355584,11761600,33.076854
random_index,1422336,1389.000000,1.356445,355584,955700,2.687691
sequential,1423360,1390.000000,1.357422,355840,222900,0.626405
random,1423360,1390.000000,1.357422,355840,12082800,33.955710
random_index,1423360,1390.000000,1.357422,355840,1185100,3.330429
sequential,1424384,1391.000000,1.358398,356096,206000,0.578496
random,1424384,1391.000000,1.358398,356096,11728900,32.937466
random_index,1424384,1391.000000,1.358398,356096,992000,2.785766
sequential,1425408,1392.000000,1.359375,356352,521200,1.462599
random,1425408,1392.000000,1.359375,356352,11829100,33.194987
random_index,1425408,1392.000000,1.359375,356352,1057700,2.968133
sequential,1426432,1393.000000,1.360352,356608,207400,0.581591
random,1426432,1393.000000,1.360352,356608,11989500,33.620951
random_index,1426432,1393.000000,1.360352,356608,1087000,3.048165
sequential,1427456,1394.000000,1.361328,356864,207200,0.580613
random,1427456,1394.000000,1.361328,356864,11787800,33.031631
random_index,1427456,1394.000000,1.361328,356864,900500,2.523370
sequential,1428480,1395.000000,1.362305,357120,211600,0.592518
random,1428480,1395.000000,1.362305,357120,11771500,32.962310
random_index,1428480,1395.000000,1.362305,357120,872800,2.443996
sequential,1429504,1396.000000,1.363281,357376,206300,0.577263
random,1429504,1396.000000,1.363281,357376,11691300,32.714284
random_index,1429504,1396.000000,1.363281,357376,860000,2.406429
sequential,1430528,1397.000000,1.364258,357632,206500,0.577409
random,1430528,1397.000000,1.364258,357632,11836000,33.095472
random_index,1430528,1397.000000,1.364258,357632,894600,2.501454
sequential,1431552,1398.000000,1.365234,357888,461100,1.288392
random,1431552,1398.000000,1.365234,357888,11712200,32.725881
random_index,1431552,1398.000000,1.365234,357888,898200,2.509724
sequential,1432576,1399.000000,1.366211,358144,208000,0.580772
random,1432576,1399.000000,1.366211,358144,12107100,33.805117
random_index,1432576,1399.000000,1.366211,358144,1193600,3.332738
sequential,1433600,1400.000000,1.367188,358400,206900,0.577288
random,1433600,1400.000000,1.367188,358400,11725000,32.714844
random_index,1433600,1400.000000,1.367188,358400,857500,2.392578
sequential,1434624,1401.000000,1.368164,358656,209500,0.584125
random,1434624,1401.000000,1.368164,358656,12069300,33.651465
random_index,1434624,1401.000000,1.368164,358656,1000300,2.789023
sequential,1435648,1402.000000,1.369141,358912,212000,0.590674
random,1435648,1402.000000,1.369141,358912,12214700,34.032576
random_index,1435648,1402.000000,1.369141,358912,938000,2.613454
sequential,1436672,1403.000000,1.370117,359168,299400,0.833593
random,1436672,1403.000000,1.370117,359168,12054200,33.561453
random_index,1436672,1403.000000,1.370117,359168,997800,2.778087
sequential,1437696,1404.000000,1.371094,359424,207400,0.577034
random,1437696,1404.000000,1.371094,359424,11743500,32.673110
random_index,1437696,1404.000000,1.371094,359424,907300,2.524317
sequential,1438720,1405.000000,1.372070,359680,207600,0.577180
random,1438720,1405.000000,1.372070,359680,11768000,32.717972
random_index,1438720,1405.000000,1.372070,359680,889400,2.472754
sequential,1439744,1406.000000,1.373047,359936,208300,0.578714
random,1439744,1406.000000,1.373047,359936,11844100,32.906128
random_index,1439744,1406.000000,1.373047,359936,834600,2.318746
sequential,1440768,1407.000000,1.374023,360192,211400,0.586909
random,1440768,1407.000000,1.374023,360192,12476900,34.639581
random_index,1440768,1407.000000,1.374023,360192,1274900,3.539501
sequential,1441792,1408.000000,1.375000,360448,428700,1.189353
random,1441792,1408.000000,1.375000,360448,11812600,32.771995
random_index,1441792,1408.000000,1.375000,360448,941200,2.611195
sequential,1442816,1409.000000,1.375977,360704,219400,0.608255
random,1442816,1409.000000,1.375977,360704,12088800,33.514461
random_index,1442816,1409.000000,1.375977,360704,988100,2.739365
sequential,1443840,1410.000000,1.376953,360960,213900,0.592586
random,1443840,1410.000000,1.376953,360960,12269600,33.991578
random_index,1443840,1410.000000,1.376953,360960,911200,2.524379
sequential,1444864,1411.000000,1.377930,361216,217000,0.600749
random,1444864,1411.000000,1.377930,361216,11789100,32.637259
random_index,1444864,1411.000000,1.377930,361216,839700,2.324648
sequential,1445888,1412.000000,1.378906,361472,208600,0.577085
random,1445888,1412.000000,1.378906,361472,11994500,33.182377
random_index,1445888,1412.000000,1.378906,361472,893400,2.471561
sequential,1446912,1413.000000,1.379883,361728,208900,0.577506
random,1446912,1413.000000,1.379883,361728,12569800,34.749314
random_index,1446912,1413.000000,1.379883,361728,822400,2.273531
sequential,1447936,1414.000000,1.380859,361984,217900,0.601960
random,1447936,1414.000000,1.380859,361984,12346300,34.107309
random_index,1447936,1414.000000,1.380859,361984,1283300,3.545184
sequential,1448960,1415.000000,1.381836,362240,215400,0.594633
random,1448960,1415.000000,1.381836,362240,12217300,33.727087
random_index,1448960,1415.000000,1.381836,362240,1270000,3.505963
sequential,1449984,1416.000000,1.382812,362496,336900,0.929390
random,1449984,1416.000000,1.382812,362496,14297300,39.441263
random_index,1449984,1416.000000,1.382812,362496,922100,2.543752
sequential,1451008,1417.000000,1.383789,362752,334200,0.921291
random,1451008,1417.000000,1.383789,362752,11886000,32.766187
random_index,1451008,1417.000000,1.383789,362752,876600,2.416527
sequential,1452032,1418.000000,1.384766,363008,216700,0.596957
random,1452032,1418.000000,1.384766,363008,11946100,32.908641
random_index,1452032,1418.000000,1.384766,363008,922100,2.540164
sequential,1453056,1419.000000,1.385742,363264,209700,0.577266
random,1453056,1419.000000,1.385742,363264,12042100,33.149720
random_index,1453056,1419.000000,1.385742,363264,908700,2.501487
sequential,1454080,1420.000000,1.386719,363520,567700,1.561675
random,1454080,1420.000000,1.386719,363520,11936500,32.835882
random_index,1454080,1420.000000,1.386719,363520,935900,2.574549
sequential,1455104,1421.000000,1.387695,363776,210500,0.578653
random,1455104,1421.000000,1.387695,363776,11894500,32.697319
random_index,1455104,1421.000000,1.387695,363776,866800,2.382785
sequential,1456128,1422.000000,1.388672,364032,210100,0.577147
random,1456128,1422.000000,1.388672,364032,11886700,32.652899
random_index,1456128,1422.000000,1.388672,364032,914000,2.510768
sequential,1457152,1423.000000,1.389648,364288,213000,0.584702
random,1457152,1423.000000,1.389648,364288,12831600,35.223779
random_index,1457152,1423.000000,1.389648,364288,1259200,3.456606
sequential,1458176,1424.000000,1.390625,364544,215900,0.592247
random,1458176,1424.000000,1.390625,364544,12069600,33.108761
random_index,1458176,1424.000000,1.390625,364544,977100,2.680335
sequential,1459200,1425.000000,1.391602,364800,334800,0.917763
random,1459200,1425.000000,1.391602,364800,12099500,33.167489
random_index,1459200,1425.000000,1.391602,364800,1130000,3.097588
sequential,1460224,1426.000000,1.392578,365056,210700,0.577172
random,1460224,1426.000000,1.392578,365056,12042500,32.988089
random_index,1460224,1426.000000,1.392578,365056,955100,2.616311
sequential,1461248,1427.000000,1.393555,365312,211900,0.580052
random,1461248,1427.000000,1.393555,365312,12226800,33.469473
random_index,1461248,1427.000000,1.393555,365312,1041500,2.850988
sequential,1462272,1428.000000,1.394531,365568,211000,0.577184
random,1462272,1428.000000,1.394531,365568,12261000,33.539588
random_index,1462272,1428.000000,1.394531,365568,935200,2.558211
sequential,1463296,1429.000000,1.395508,365824,211100,0.577053
random,1463296,1429.000000,1.395508,365824,11949100,32.663521
random_index,1463296,1429.000000,1.395508,365824,943800,2.579929
sequential,1464320,1430.000000,1.396484,366080,219700,0.600142
random,1464320,1430.000000,1.396484,366080,12000300,32.780540
random_index,1464320,1430.000000,1.396484,366080,939800,2.567198
sequential,1465344,1431.000000,1.397461,366336,211300,0.576793
random,1465344,1431.000000,1.397461,366336,12131400,33.115501
random_index,1465344,1431.000000,1.397461,366336,934800,2.551756
sequential,1466368,1432.000000,1.398438,366592,211700,0.577481
random,1466368,1432.000000,1.398438,366592,12094700,32.992264
random_index,1466368,1432.000000,1.398438,366592,932200,2.542881
sequential,1467392,1433.000000,1.399414,366848,213800,0.582803
random,1467392,1433.000000,1.399414,366848,12272100,33.452820
random_index,1467392,1433.000000,1.399414,366848,1062200,2.895477
sequential,1468416,1434.000000,1.400391,367104,280300,0.763544
random,1468416,1434.000000,1.400391,367104,12015400,32.730234
random_index,1468416,1434.000000,1.400391,367104,913300,2.487851
sequential,1469440,1435.000000,1.401367,367360,212100,0.577363
random,1469440,1435.000000,1.401367,367360,12272500,33.407284
random_index,1469440,1435.000000,1.401367,367360,936000,2.547909
sequential,1470464,1436.000000,1.402344,367616,212200,0.577233
random,1470464,1436.000000,1.402344,367616,12142400,33.030118
random_index,1470464,1436.000000,1.402344,367616,1124300,3.058354
sequential,1471488,1437.000000,1.403320,367872,213000,0.579006
random,1471488,1437.000000,1.403320,367872,12099600,32.890788
random_index,1471488,1437.000000,1.403320,367872,967000,2.628632
sequential,1472512,1438.000000,1.404297,368128,214700,0.583221
random,1472512,1438.000000,1.404297,368128,12149000,33.002108
random_index,1472512,1438.000000,1.404297,368128,1049100,2.849824
sequential,1473536,1439.000000,1.405273,368384,214800,0.583087
random,1473536,1439.000000,1.405273,368384,12724500,34.541402
random_index,1473536,1439.000000,1.405273,368384,1161500,3.152960
sequential,1474560,1440.000000,1.406250,368640,214200,0.581055
random,1474560,1440.000000,1.406250,368640,12297900,33.360189
random_index,1474560,1440.000000,1.406250,368640,1136000,3.081597
sequential,1475584,1441.000000,1.407227,368896,213000,0.577399
random,1475584,1441.000000,1.407227,368896,12479000,33.827962
